timePeriod,currentTemperature,currentHumidity,currentCO2,currentLight,currentNoise,maxTemp,minTemp,meanTemp,maxHumidity,minHumidity,meanHumidity,maxCO2,minCO2,meanCO2,maxLight,minLight,meanLight,maxNoise,minNoise,meanNoise,rating
2031-07-14 20:03:00 to 2031-07-14 20:33:00,23,44,981,241,47,25,22,23.32,45,39,41.48,1226,792,932.52,257,237,245.68,58,38,48.32,5
2031-07-16 01:23:00 to 2031-07-16 01:53:00,27,34,1201,522,60,28,25,26.42,48,34,41.16,1341,773,971.39,542,522,530.23,75,56,67.32,1
2031-07-18 05:47:00 to 2031-07-18 06:17:00,22,35,740,570,38,23,22,22.06,38,35,36.06,740,492,574.0,587,567,578.11,56,38,44.56,5
2031-07-19 07:26:00 to 2031-07-19 07:56:00,17,45,1065,580,45,20,17,18.58,45,34,38.94,1415,758,1078.77,590,570,578.48,60,41,49.9,1
2031-07-19 08:30:00 to 2031-07-19 09:00:00,18,45,774,531,60,23,17,20.2,54,29,42.5,1849,774,1490.4,589,531,572.2,60,46,55.0,1
2031-07-19 15:22:00 to 2031-07-19 15:52:00,23,68,1125,420,34,25,22,23.42,68,53,58.81,1278,676,875.39,425,405,415.74,45,25,34.26,2
2031-07-21 17:46:00 to 2031-07-21 18:16:00,22,39,730,266,61,23,22,22.06,40,37,37.65,840,645,720.06,282,262,273.24,61,45,53.24,4
2031-07-23 02:01:00 to 2031-07-23 02:31:00,22,55,574,504,63,23,22,22.19,57,50,52.81,897,476,627.9,512,492,503.26,67,47,56.9,2
2031-07-24 05:51:00 to 2031-07-24 06:21:00,20,34,825,363,54,20,19,19.14,38,34,36.41,991,773,860.59,363,344,352.36,55,36,45.55,2
2031-07-26 13:58:00 to 2031-07-26 14:28:00,18,37,1121,379,79,19,18,18.1,43,36,38.48,1181,782,916.62,390,371,379.76,80,60,71.97,1
2031-07-28 17:08:00 to 2031-07-28 17:38:00,28,46,1208,252,61,28,26,26.48,49,41,44.94,1208,726,919.68,266,246,256.81,68,48,58.48,1
2031-07-28 22:46:00 to 2031-07-28 23:16:00,19,56,1209,400,44,23,19,20.87,69,49,58.52,1682,856,1192.81,415,395,404.74,57,39,48.1,3
2031-07-31 00:55:00 to 2031-07-31 01:25:00,21,39,1019,356,57,21,20,20.27,40,35,36.42,1019,705,826.08,364,345,354.23,67,47,57.88,3
2031-08-02 06:18:00 to 2031-08-02 06:48:00,19,39,1030,709,53,20,18,18.84,50,38,42.9,1069,493,746.23,720,700,710.55,65,46,56.19,1
2031-08-03 08:31:00 to 2031-08-03 09:01:00,21,51,607,514,45,21,21,21.0,51,51,51.0,607,604,605.5,514,498,506.0,45,38,41.5,5
2031-08-05 19:50:00 to 2031-08-05 20:20:00,21,51,553,557,28,22,21,21.05,55,51,52.76,622,401,490.76,573,555,565.57,45,28,35.9,5
2031-08-06 04:47:00 to 2031-08-06 05:17:00,21,46,700,440,38,21,20,20.22,47,44,45.33,700,455,540.5,455,435,445.28,47,30,38.39,4
2031-08-06 07:17:00 to 2031-08-06 07:47:00,22,47,817,447,58,22,20,20.65,52,41,45.26,1331,719,957.9,451,431,442.39,65,46,55.06,2
2031-08-07 15:48:00 to 2031-08-07 16:18:00,23,47,863,424,32,24,23,23.05,49,46,47.37,964,797,872.58,434,418,426.68,48,28,39.26,4
2031-08-09 18:51:00 to 2031-08-09 19:21:00,25,55,767,225,58,26,25,25.09,55,52,53.18,834,628,714.86,232,213,223.23,59,42,52.09,1
2031-08-09 20:20:00 to 2031-08-09 20:50:00,20,44,1401,411,64,23,20,21.84,54,43,48.23,1401,726,986.65,412,392,401.26,65,47,56.26,1
2031-08-10 20:45:00 to 2031-08-10 21:15:00,22,49,523,386,64,22,22,22.0,52,49,50.12,586,412,475.75,391,375,383.38,67,48,57.69,3
2031-08-13 05:14:00 to 2031-08-13 05:44:00,20,55,833,677,49,21,18,19.45,61,50,54.9,1029,504,687.81,693,673,681.97,50,30,41.81,4
2031-08-13 06:05:00 to 2031-08-13 06:35:00,25,37,760,489,53,26,24,25.16,46,37,40.61,1037,721,832.65,489,469,478.55,54,36,44.23,4
2031-08-14 07:40:00 to 2031-08-14 08:10:00,20,47,896,755,49,20,20,20.0,48,46,47.0,896,797,830.91,771,754,761.09,63,45,55.82,3
2031-08-16 16:31:00 to 2031-08-16 17:01:00,24,52,608,462,46,24,24,24.0,52,52,52.0,608,596,602.0,462,452,457.0,47,46,46.5,4
2031-08-17 03:04:00 to 2031-08-17 03:34:00,24,56,786,383,65,24,23,23.13,57,50,52.87,1065,661,828.16,401,381,392.0,69,49,59.39,2
2031-08-18 06:41:00 to 2031-08-18 07:11:00,26,48,451,360,51,26,26,26.0,50,48,48.92,520,419,460.08,364,348,356.42,70,51,60.0,4
2031-08-19 15:38:00 to 2031-08-19 16:08:00,20,49,743,232,73,20,20,20.0,49,48,48.44,743,668,703.78,248,230,237.22,75,58,66.56,2
2031-08-20 19:51:00 to 2031-08-20 20:21:00,23,52,643,704,34,24,23,23.09,54,50,52.32,771,580,653.59,720,702,709.09,52,32,40.32,5
2031-08-22 00:10:00 to 2031-08-22 00:40:00,22,49,997,434,61,25,22,23.26,59,49,52.74,1248,829,984.35,447,427,435.03,80,60,70.35,1
2031-08-23 03:00:00 to 2031-08-23 03:30:00,26,62,616,218,40,27,26,26.19,62,55,58.68,798,406,559.19,236,218,228.32,58,39,47.97,3
2031-08-25 05:41:00 to 2031-08-25 06:11:00,22,54,635,302,28,22,22,22.0,54,51,52.25,652,517,563.33,314,295,301.75,44,25,33.33,5
2031-08-26 15:34:00 to 2031-08-26 16:04:00,25,46,1247,734,53,26,22,23.9,57,41,48.55,1247,537,887.74,745,725,734.13,62,45,54.42,1
2031-08-27 16:28:00 to 2031-08-27 16:58:00,21,34,1064,340,57,22,19,20.58,47,32,39.84,1513,877,1199.58,359,339,348.52,73,53,64.23,2
2031-08-30 01:07:00 to 2031-08-30 01:37:00,21,61,1053,280,55,21,19,20.26,61,53,56.68,1053,582,747.55,282,262,272.1,70,50,59.97,1
2031-09-01 09:31:00 to 2031-09-01 10:01:00,20,38,436,644,47,20,20,20.0,38,38,38.0,436,423,429.5,646,644,645.0,47,39,43.0,4
2031-09-02 11:51:00 to 2031-09-02 12:21:00,19,42,838,512,66,19,18,18.14,42,39,40.64,1041,753,843.32,520,502,510.82,72,54,62.55,2
2031-09-03 23:09:00 to 2031-09-03 23:39:00,23,63,777,342,61,24,21,22.45,66,57,61.42,929,487,641.26,362,342,351.0,70,51,62.68,2
2031-09-05 04:35:00 to 2031-09-05 05:05:00,26,37,657,580,37,26,26,26.0,38,37,37.17,657,599,625.67,596,577,587.83,39,34,36.83,3
2031-09-07 12:43:00 to 2031-09-07 13:13:00,24,62,1107,492,58,28,24,25.71,62,42,51.29,1353,612,914.58,505,487,498.55,72,52,62.13,3
2031-09-07 20:47:00 to 2031-09-07 21:17:00,22,39,657,384,51,23,22,22.17,41,38,39.56,657,437,509.0,389,373,381.78,56,38,46.56,3
2031-09-09 02:44:00 to 2031-09-09 03:14:00,23,55,827,392,40,23,22,22.07,55,52,53.53,827,675,738.47,412,392,401.47,45,28,37.87,5
2031-09-11 04:22:00 to 2031-09-11 04:52:00,27,48,572,715,41,27,24,25.35,51,38,44.42,1073,482,681.71,728,709,719.16,50,31,38.77,3
2031-09-12 05:32:00 to 2031-09-12 06:02:00,23,55,454,367,54,23,23,23.0,55,55,55.0,454,442,448.67,367,355,361.33,64,53,57.0,4
2031-09-13 16:00:00 to 2031-09-13 16:30:00,18,58,752,347,70,20,18,19.19,63,58,59.68,1043,687,806.35,350,330,340.58,77,57,65.71,1
2031-09-15 23:39:00 to 2031-09-16 00:09:00,22,49,585,422,75,22,22,22.0,49,48,48.2,603,498,543.4,432,414,422.5,75,58,68.0,4
2031-09-16 03:44:00 to 2031-09-16 04:14:00,21,45,768,445,67,21,20,20.07,45,43,44.0,768,587,646.53,447,431,439.13,70,50,62.73,3
2031-09-17 13:32:00 to 2031-09-17 14:02:00,22,35,545,747,63,22,22,22.0,35,35,35.0,545,539,542.33,747,739,744.0,63,49,54.0,2
2031-09-19 14:49:00 to 2031-09-19 15:19:00,21,44,788,739,45,22,21,21.1,46,43,44.4,915,675,744.5,751,732,740.55,51,31,41.5,5
2031-09-20 03:55:00 to 2031-09-20 04:25:00,28,54,1585,314,53,28,23,25.74,62,43,50.61,1729,690,1153.26,314,295,303.94,57,38,45.94,1
2031-09-20 13:46:00 to 2031-09-20 14:16:00,21,45,634,350,39,22,21,21.06,49,45,46.35,775,589,669.29,350,331,340.0,51,34,41.76,5
2031-09-22 01:43:00 to 2031-09-22 02:13:00,27,44,732,545,45,27,26,26.07,46,43,44.29,831,672,727.86,546,529,538.29,60,44,52.07,5
2031-09-24 06:39:00 to 2031-09-24 07:09:00,21,43,888,460,53,21,21,21.0,43,42,42.5,888,778,821.0,471,453,463.7,56,39,47.1,3
2031-09-24 16:38:00 to 2031-09-24 17:08:00,19,58,545,624,26,19,19,19.0,58,57,57.22,556,454,497.22,634,616,624.89,44,26,34.33,4
2031-09-25 18:18:00 to 2031-09-25 18:48:00,25,63,576,431,37,25,22,23.39,63,51,55.94,974,559,781.26,440,420,430.35,54,34,42.32,4
2031-09-26 21:45:00 to 2031-09-26 22:15:00,22,43,784,758,68,22,22,22.0,44,42,43.19,834,651,717.19,758,738,748.62,70,50,62.25,3
2031-09-28 00:46:00 to 2031-09-28 01:16:00,20,47,810,595,74,21,20,20.06,49,46,47.18,871,750,799.47,604,585,595.06,78,59,68.82,1
2031-09-28 11:15:00 to 2031-09-28 11:45:00,21,61,984,545,71,22,19,20.45,68,57,62.13,1178,655,835.58,563,543,551.06,74,54,64.52,3
2031-09-29 19:09:00 to 2031-09-29 19:39:00,21,56,955,672,34,21,19,19.23,64,56,59.32,1201,802,977.32,678,658,667.03,47,28,37.45,5
2031-09-30 23:42:00 to 2031-10-01 00:12:00,23,41,519,722,64,23,23,23.0,43,41,41.31,557,473,515.08,724,708,716.85,65,49,58.92,4
2031-10-03 09:17:00 to 2031-10-03 09:47:00,25,41,1398,391,32,27,25,25.65,52,41,46.06,1398,783,991.1,393,374,385.1,46,26,36.48,2
2031-10-04 17:05:00 to 2031-10-04 17:35:00,22,43,1066,719,55,22,20,21.29,45,37,41.23,1145,786,932.26,730,710,720.1,66,46,56.32,3
2031-10-06 19:42:00 to 2031-10-06 20:12:00,20,45,766,455,55,20,20,20.0,47,45,46.08,864,729,776.92,466,448,460.15,62,47,55.46,2
2031-10-09 07:34:00 to 2031-10-09 08:04:00,26,40,730,626,60,26,26,26.0,41,40,40.2,759,714,729.0,641,626,634.0,61,50,56.0,3
2031-10-10 16:12:00 to 2031-10-10 16:42:00,23,53,1121,630,27,25,23,23.68,62,53,57.58,1152,648,859.26,630,612,621.0,47,27,36.55,4
2031-10-12 22:44:00 to 2031-10-12 23:14:00,24,63,1280,406,62,28,24,25.65,64,48,57.0,1659,871,1180.9,426,406,414.9,74,55,64.1,1
2031-10-14 03:39:00 to 2031-10-14 04:09:00,20,53,683,759,47,20,20,20.0,54,53,53.2,686,581,620.4,766,746,754.2,58,38,47.7,4
2031-10-14 13:33:00 to 2031-10-14 14:03:00,25,40,484,617,40,25,25,25.0,40,40,40.0,484,447,464.75,627,617,622.25,56,40,49.0,3
2031-10-16 19:31:00 to 2031-10-16 20:01:00,23,44,520,210,35,23,23,23.0,44,44,44.0,520,507,513.5,210,206,208.0,37,35,36.0,5
2031-10-19 00:39:00 to 2031-10-19 01:09:00,19,56,528,657,52,28,19,24.2,71,54,60.1,1511,401,866.12,793,641,751.1,62,29,42.32,2
2031-10-19 00:58:00 to 2031-10-19 01:28:00,19,59,623,658,58,28,19,22.57,72,53,59.67,1690,401,826.92,793,641,719.32,62,29,45.0,3
2031-10-21 10:38:00 to 2031-10-21 11:08:00,23,55,851,346,68,23,23,23.0,56,55,55.11,851,787,815.22,362,346,353.0,72,56,64.89,2
2031-10-22 15:33:00 to 2031-10-22 16:03:00,20,45,511,373,32,20,20,20.0,45,45,45.0,511,470,485.75,377,362,368.5,48,32,40.25,5
2031-10-23 17:17:00 to 2031-10-23 17:47:00,23,52,1195,578,66,25,22,23.55,60,50,54.68,1195,566,769.94,593,573,582.68,72,52,60.65,2
2031-10-24 03:54:00 to 2031-10-24 04:24:00,26,43,1125,322,69,29,25,26.58,52,31,41.58,1347,593,956.06,330,311,320.13,69,50,57.94,1
2031-10-25 14:03:00 to 2031-10-25 14:33:00,24,60,969,500,43,25,23,24.16,65,57,59.77,1105,645,793.9,503,485,495.52,55,35,44.39,4
2031-10-27 16:42:00 to 2031-10-27 17:12:00,24,65,770,609,50,28,24,25.68,71,52,61.61,1464,646,986.0,618,598,606.77,66,48,56.23,5
2031-10-27 21:40:00 to 2031-10-27 22:10:00,20,46,731,210,71,20,20,20.0,47,45,46.0,752,624,681.45,221,202,211.18,73,56,66.27,2
2031-10-29 04:46:00 to 2031-10-29 05:16:00,24,58,534,300,54,25,24,24.06,58,54,55.41,565,424,489.94,313,294,303.0,55,39,47.76,5
2031-10-31 12:33:00 to 2031-10-31 13:03:00,18,38,606,500,58,18,18,18.0,38,38,38.0,608,591,601.5,500,488,495.5,58,50,55.25,4
2031-10-31 14:57:00 to 2031-10-31 15:27:00,21,51,1019,530,61,21,20,20.18,57,50,52.11,1062,765,863.71,536,516,526.36,68,49,57.79,2
2031-11-03 00:33:00 to 2031-11-03 01:03:00,18,57,1054,505,66,20,17,18.71,64,50,56.52,1492,788,1134.9,509,490,499.71,72,52,62.16,1
2031-11-03 10:56:00 to 2031-11-03 11:26:00,20,45,733,670,38,21,20,20.3,46,41,43.37,733,427,532.93,686,666,677.04,55,35,45.67,4
2031-11-05 12:48:00 to 2031-11-05 13:18:00,19,47,572,225,51,19,19,19.0,50,47,48.11,723,499,580.53,227,209,218.26,61,43,52.74,3
2031-11-07 21:42:00 to 2031-11-07 22:12:00,23,44,517,798,48,24,23,23.08,46,44,44.46,563,416,467.62,806,788,797.38,51,35,42.31,4
2031-11-09 23:42:00 to 2031-11-10 00:12:00,21,36,726,314,78,21,21,21.0,38,36,37.0,745,589,649.31,334,314,323.46,78,60,68.62,2
2031-11-11 06:40:00 to 2031-11-11 07:10:00,17,54,1174,458,60,21,17,18.74,63,48,54.61,1421,679,995.03,467,447,456.42,67,48,56.65,1
2031-11-13 08:43:00 to 2031-11-13 09:13:00,25,52,610,367,34,25,25,25.0,52,49,50.64,622,486,549.43,372,358,365.29,53,33,41.5,4
2031-11-13 11:50:00 to 2031-11-13 12:20:00,25,39,650,310,34,26,25,25.14,39,35,36.62,805,554,630.14,323,305,314.52,50,30,39.71,5
2031-11-13 16:39:00 to 2031-11-13 17:09:00,24,37,846,586,46,24,24,24.0,37,35,36.0,863,798,829.4,602,584,594.4,48,30,41.1,3
2031-11-14 20:38:00 to 2031-11-14 21:08:00,23,35,819,771,56,23,23,23.0,37,35,36.0,819,751,774.0,775,758,768.89,58,41,49.56,2
2031-11-14 21:45:00 to 2031-11-14 22:15:00,23,32,1276,773,55,26,22,23.98,52,30,42.96,1588,477,994.91,777,480,674.04,73,41,54.4,3
2031-11-15 03:30:00 to 2031-11-15 04:00:00,19,44,1252,457,51,20,17,18.61,54,41,47.26,1252,519,792.87,462,442,450.68,71,51,60.97,1
2031-11-17 06:06:00 to 2031-11-17 06:36:00,25,45,1002,519,62,25,24,24.32,52,44,47.71,1251,799,956.61,532,513,523.23,68,51,57.94,2
2031-11-18 11:35:00 to 2031-11-18 12:05:00,20,57,791,622,71,20,20,20.0,57,56,56.33,839,780,796.67,625,609,615.67,72,53,63.5,3
2031-11-20 15:52:00 to 2031-11-20 16:22:00,20,55,731,223,40,21,20,20.13,57,53,55.0,914,643,720.35,224,204,214.35,47,27,37.04,5
2031-11-21 19:50:00 to 2031-11-21 20:20:00,21,55,727,482,62,21,20,20.14,59,55,56.48,783,548,627.38,487,467,479.86,62,42,51.24,4
2031-11-22 06:01:00 to 2031-11-22 06:31:00,25,43,568,798,54,25,24,24.19,43,35,38.87,842,504,605.77,807,787,795.39,54,34,43.77,3
2031-11-24 06:42:00 to 2031-11-24 07:12:00,22,48,835,284,45,22,22,22.0,48,45,46.38,911,789,838.31,291,276,284.0,52,33,41.23,5
2031-11-26 11:33:00 to 2031-11-26 12:03:00,21,35,699,537,56,21,21,21.0,35,35,35.0,699,664,679.0,538,524,532.0,72,56,62.0,3
2031-11-28 21:31:00 to 2031-11-28 22:01:00,24,37,586,633,60,24,24,24.0,37,37,37.0,586,577,581.5,638,633,635.5,63,60,61.5,3
2031-11-30 09:01:00 to 2031-11-30 09:31:00,24,64,919,475,77,25,23,24.1,64,58,60.81,1070,776,887.52,475,457,466.03,79,59,70.45,2
2031-12-01 20:34:00 to 2031-12-01 21:04:00,25,52,605,603,57,25,25,25.0,52,51,51.2,605,557,576.4,606,596,601.4,57,46,51.6,2
2031-12-02 09:52:00 to 2031-12-02 10:22:00,26,51,976,374,50,27,23,25.23,51,29,38.84,1684,744,1153.1,387,367,377.13,56,37,48.06,3
2031-12-04 12:39:00 to 2031-12-04 13:09:00,20,41,603,711,71,20,20,20.0,43,41,42.0,603,502,538.8,719,700,711.2,71,53,59.7,2
2031-12-06 14:44:00 to 2031-12-06 15:14:00,25,36,566,622,39,25,25,25.0,38,35,36.2,626,457,528.4,640,621,629.47,56,39,47.73,5
2031-12-08 22:30:00 to 2031-12-08 23:00:00,24,55,1241,775,42,25,22,23.77,66,49,57.26,1593,898,1175.16,782,762,771.9,49,29,40.71,3
2031-12-10 07:40:00 to 2031-12-10 08:10:00,19,52,710,393,47,19,19,19.0,52,51,51.09,710,564,616.18,395,382,387.91,61,41,50.36,5
2031-12-10 15:31:00 to 2031-12-10 16:01:00,27,59,940,336,75,27,24,25.77,63,46,53.03,1392,697,1041.58,353,335,344.68,80,60,70.68,1
2031-12-12 20:21:00 to 2031-12-12 20:51:00,23,64,858,560,42,26,23,24.39,65,54,58.97,1488,826,1031.23,578,560,569.42,54,34,45.19,4
2031-12-14 07:19:00 to 2031-12-14 07:49:00,24,49,1253,594,55,25,22,23.61,54,44,48.35,1360,847,1058.23,605,585,595.13,61,41,51.0,1
2031-12-15 18:48:00 to 2031-12-15 19:18:00,24,56,818,601,37,25,24,24.16,59,56,57.37,864,683,751.58,618,599,607.63,55,35,44.63,5
2031-12-16 02:19:00 to 2031-12-16 02:49:00,26,45,1016,433,55,27,25,25.71,47,36,40.97,1462,863,1085.55,448,429,439.84,60,40,50.81,1
2031-12-16 10:57:00 to 2031-12-16 11:27:00,26,47,820,370,32,27,26,26.25,50,44,46.32,820,417,537.71,390,370,381.04,51,31,41.82,2
2031-12-16 18:31:00 to 2031-12-16 19:01:00,19,32,1404,522,38,20,17,18.84,44,31,37.45,1458,833,1146.45,538,518,527.71,52,33,41.77,1
2031-12-16 20:44:00 to 2031-12-16 21:14:00,24,58,757,412,37,24,24,24.0,59,57,58.07,834,716,766.0,413,397,405.67,45,25,33.47,3
2031-12-18 02:47:00 to 2031-12-18 03:17:00,19,46,909,548,46,19,19,19.0,47,46,46.28,915,732,809.17,554,535,543.5,55,36,46.44,5
2031-12-20 07:50:00 to 2031-12-20 08:20:00,23,49,1385,679,49,25,21,22.87,66,47,56.68,1917,916,1307.84,682,663,673.19,64,44,52.48,3
2031-12-20 14:44:00 to 2031-12-20 15:14:00,27,54,780,548,74,27,26,26.07,55,52,53.4,780,580,653.13,557,537,546.53,76,59,69.4,1
2031-12-21 16:58:00 to 2031-12-21 17:28:00,21,49,804,472,71,21,20,20.24,49,44,46.41,968,629,745.93,480,461,467.93,78,58,67.59,2
2031-12-21 23:47:00 to 2031-12-22 00:17:00,22,62,806,570,65,23,22,22.11,62,59,60.56,806,558,633.39,580,562,572.39,76,56,68.0,2
2031-12-22 06:10:00 to 2031-12-22 06:40:00,19,34,671,751,47,20,19,19.35,42,33,37.35,990,626,783.55,758,738,748.03,48,29,37.0,5
2031-12-24 09:36:00 to 2031-12-24 10:06:00,18,50,815,415,52,18,18,18.0,51,50,50.86,815,766,787.14,422,405,413.14,61,46,50.86,3
2031-12-26 17:24:00 to 2031-12-26 17:54:00,26,52,813,313,43,28,25,26.48,65,52,58.39,1149,591,758.1,316,298,306.06,53,33,43.03,2
2031-12-26 17:34:00 to 2031-12-26 18:04:00,22,49,753,480,39,29,22,26.0,67,49,56.94,1230,591,813.61,484,297,329.92,53,33,41.67,5
2031-12-28 03:33:00 to 2031-12-28 04:03:00,23,52,776,410,61,23,23,23.0,52,52,52.0,789,760,773.5,410,392,402.5,71,56,63.5,2
2031-12-29 09:33:00 to 2031-12-29 10:03:00,26,57,475,722,65,26,26,26.0,57,57,57.0,475,432,447.0,724,713,720.25,72,61,65.5,3
2031-12-30 12:07:00 to 2031-12-30 12:37:00,22,60,838,600,33,23,21,21.39,62,54,56.94,1170,767,901.29,610,590,599.52,50,30,39.13,3
2031-12-30 13:44:00 to 2031-12-30 14:14:00,22,60,638,570,47,22,22,22.0,61,58,59.47,715,567,625.33,581,564,572.87,59,42,50.6,5
2031-12-30 21:46:00 to 2031-12-30 22:16:00,21,40,726,675,34,21,20,20.06,40,37,38.18,726,494,573.24,690,670,676.94,52,32,41.76,5
2031-12-31 06:12:00 to 2031-12-31 06:42:00,23,48,637,328,43,26,23,24.55,48,38,43.16,917,512,677.32,328,309,319.87,60,41,52.29,5
2032-01-02 16:46:00 to 2032-01-02 17:16:00,21,47,959,491,37,21,21,21.0,47,43,44.53,959,759,825.06,496,477,485.82,52,34,44.71,3
2032-01-04 04:53:00 to 2032-01-04 05:23:00,24,60,888,693,58,25,24,24.12,60,55,57.42,922,616,719.92,702,683,691.33,67,49,56.71,2
2032-01-06 06:37:00 to 2032-01-06 07:07:00,20,56,978,240,38,23,19,20.55,60,44,53.29,1352,703,1028.87,256,236,245.45,47,27,37.71,4
2032-01-07 08:30:00 to 2032-01-07 09:00:00,23,47,639,233,51,23,23,23.0,47,47,47.0,639,639,639.0,233,233,233.0,51,51,51.0,5
2032-01-07 13:42:00 to 2032-01-07 14:12:00,24,46,707,248,49,24,24,24.0,48,46,46.38,792,683,722.23,265,248,256.62,59,39,48.46,5
2032-01-09 22:39:00 to 2032-01-09 23:09:00,26,43,872,633,43,28,24,25.81,56,39,48.13,1605,822,1126.26,652,633,643.26,49,30,39.1,2
2032-01-12 01:48:00 to 2032-01-12 02:18:00,18,38,627,663,57,19,18,18.16,40,37,38.32,651,479,541.68,664,650,657.84,57,38,47.37,3
2032-01-12 12:24:00 to 2032-01-12 12:54:00,20,38,1025,263,61,21,18,19.45,46,33,38.55,1330,757,1035.81,271,252,261.16,79,60,69.03,2
2032-01-14 20:31:00 to 2032-01-14 21:01:00,21,47,702,444,39,21,21,21.0,47,47,47.0,702,700,701.0,444,434,439.0,39,36,37.5,5
2032-01-15 06:58:00 to 2032-01-15 07:28:00,23,57,563,352,34,24,23,23.14,62,56,57.83,793,449,576.14,361,342,351.34,53,34,44.69,5
2032-01-17 14:55:00 to 2032-01-17 15:25:00,24,57,709,321,47,24,23,23.23,57,53,54.62,865,597,696.0,322,302,312.31,57,37,47.81,5
2032-01-19 01:04:00 to 2032-01-19 01:34:00,27,57,568,597,55,27,25,26.29,57,48,51.55,843,426,589.39,613,595,604.03,73,53,63.52,3
2032-01-21 01:58:00 to 2032-01-21 02:28:00,19,57,969,679,46,20,19,19.24,64,57,59.76,969,614,734.24,691,671,680.69,47,28,40.21,4
2032-01-21 09:43:00 to 2032-01-21 10:13:00,26,34,792,280,67,26,26,26.0,37,34,35.21,876,731,787.36,298,279,289.36,79,61,68.14,2
2032-01-22 15:38:00 to 2032-01-22 16:08:00,20,53,688,622,49,20,20,20.0,53,52,52.33,688,589,618.33,636,620,627.11,53,36,42.22,5
2032-01-24 21:01:00 to 2032-01-24 21:31:00,20,44,512,679,61,21,20,20.29,48,42,44.16,782,432,550.52,679,661,669.71,78,60,68.68,4
2032-01-27 08:35:00 to 2032-01-27 09:05:00,20,36,794,403,61,20,20,20.0,36,36,36.0,794,730,753.33,403,390,397.5,66,48,55.83,2
2032-01-28 15:07:00 to 2032-01-28 15:37:00,24,48,1006,574,34,26,24,25.26,48,39,42.61,1006,612,746.74,591,571,581.68,50,30,39.26,2
2032-01-30 02:33:00 to 2032-01-30 03:03:00,22,48,755,800,44,22,22,22.0,48,48,48.0,755,735,745.75,800,787,795.0,44,40,41.75,5
2032-01-31 04:04:00 to 2032-01-31 04:34:00,25,42,1050,417,49,26,25,25.16,43,35,38.71,1050,555,691.42,427,407,417.61,69,49,59.48,2
2032-02-02 08:03:00 to 2032-02-02 08:33:00,18,61,1020,289,53,19,17,18.19,61,54,57.26,1020,561,734.29,304,286,295.35,72,53,62.97,1
2032-02-04 18:43:00 to 2032-02-04 19:13:00,22,40,671,664,52,22,22,22.0,40,38,38.5,671,512,566.79,676,657,665.36,71,52,62.5,3
2032-02-05 23:42:00 to 2032-02-06 00:12:00,22,53,872,217,55,22,22,22.0,53,50,51.23,872,739,793.38,230,212,222.15,60,41,51.15,2
2032-02-06 05:47:00 to 2032-02-06 06:17:00,24,61,1226,596,28,26,21,23.94,63,45,54.23,1817,864,1272.35,610,592,600.84,48,28,39.68,3
2032-02-07 06:01:00 to 2032-02-07 06:31:00,21,44,727,755,62,22,21,21.35,49,41,44.48,969,588,696.29,769,752,761.1,75,55,66.13,3
2032-02-07 07:06:00 to 2032-02-07 07:36:00,25,57,1056,296,42,26,25,25.32,63,54,57.84,1175,730,910.52,311,291,301.61,47,27,39.65,2
2032-02-07 17:47:00 to 2032-02-07 18:17:00,26,61,792,529,49,26,25,25.06,62,58,59.5,792,635,699.22,531,511,521.39,64,45,54.39,4
2032-02-09 03:42:00 to 2032-02-09 04:12:00,20,38,500,693,36,20,20,20.0,39,37,38.08,578,465,520.62,707,689,698.46,49,30,39.15,5
2032-02-11 05:38:00 to 2032-02-11 06:08:00,19,46,615,551,48,19,19,19.0,47,46,46.33,625,522,562.56,558,543,548.11,57,41,49.22,3
2032-02-12 16:54:00 to 2032-02-12 17:24:00,27,54,735,365,47,27,26,26.08,55,51,52.4,1013,674,760.56,384,364,373.24,65,46,55.16,3
2032-02-15 00:42:00 to 2032-02-15 01:12:00,25,46,1637,578,34,26,22,24.16,46,29,38.13,1637,744,1119.68,578,558,568.84,48,28,37.68,2
2032-02-16 07:33:00 to 2032-02-16 08:03:00,18,56,725,471,37,18,18,18.0,56,56,56.0,725,703,714.0,475,469,472.0,37,35,36.0,3
2032-02-16 14:03:00 to 2032-02-16 14:33:00,23,42,763,419,47,24,23,23.16,50,42,46.16,965,573,707.23,427,409,419.0,52,33,43.84,3
2032-02-18 00:36:00 to 2032-02-18 01:06:00,21,43,1449,271,59,23,20,21.61,47,31,41.06,1449,690,951.45,289,270,278.61,72,52,60.45,1
2032-02-20 12:41:00 to 2032-02-20 13:11:00,22,55,737,750,41,25,21,22.71,55,36,46.23,1516,681,991.23,757,737,747.65,58,38,46.74,5
2032-02-20 23:41:00 to 2032-02-21 00:11:00,23,45,1415,263,60,24,20,21.71,60,43,51.16,1457,662,1001.13,273,253,262.29,76,57,67.1,1
2032-02-22 06:01:00 to 2032-02-22 06:31:00,18,51,1175,527,43,24,18,20.65,55,34,43.65,1898,761,1241.68,536,516,525.1,58,38,48.26,3
2032-02-24 07:18:00 to 2032-02-24 07:48:00,28,47,662,628,55,28,25,26.45,52,41,46.1,928,473,682.58,628,608,617.68,68,48,58.29,2
2032-02-25 11:46:00 to 2032-02-25 12:16:00,20,41,482,647,76,21,20,20.06,43,40,41.65,627,447,516.94,659,642,649.53,77,59,67.88,4
